type,name,res_id,src,value
field,"account.account,active",0,Active,Activo
field,"account.account,balance",0,Balance,Saldo
field,"account.account,child_id",0,Children,Hijos
field,"account.account,close_method",0,Deferral Method,Método cierre
field,"account.account,code",0,Code,Código
field,"account.account,company_currency_id",0,Company Currency,Moneda de la compañía
field,"account.account,company_id",0,Company,Compañía
field,"account.account,credit",0,Credit,Haber
field,"account.account,currency_id",0,Secondary Currency,Moneda secundaria
field,"account.account,debit",0,Debit,Debe
field,"account.account,name",0,Name,Nombre
field,"account.account,note",0,Note,Nota
field,"account.account,parent_id",0,Parents,Padres
field,"account.account,reconcile",0,Reconcile,Conciliar
field,"account.account,shortcut",0,Shortcut,Abreviación
field,"account.account,sign",0,Sign,Signo
field,"account.account,tax_ids",0,Default Taxes,Impuestos por defecto
field,"account.account,type",0,Account Type,Tipo de cuenta
field,"account.account.type,close_method",0,Deferral Method,Método cierre
field,"account.account.type,code",0,Code,Código
field,"account.account.type,code_from",0,Code From,Código de
field,"account.account.type,code_to",0,Code To,Código a
field,"account.account.type,name",0,Acc. Type Name,Nombre tipo cuenta
field,"account.account.type,partner_account",0,Partner account,Cuenta de la empresa
field,"account.account.type,sequence",0,Sequence,Secuencia
field,"account.analytic.account,active",0,Active,Activo
field,"account.analytic.account,amount_invoiced",0,Invoiced Amount,Importe facturado
field,"account.analytic.account,amount_max",0,Max. Invoice Price,Precio máx. factura
field,"account.analytic.account,balance",0,Balance,Saldo
field,"account.analytic.account,ca_invoiced",0,Invoiced amount,Importe facturado
field,"account.analytic.account,ca_theorical",0,Theorical revenue,Retorno teórico
field,"account.analytic.account,ca_to_invoice",0,Uninvoiced amount,Importe no facturado
field,"account.analytic.account,child_ids",0,Childs Accounts,Cuentas hijas
field,"account.analytic.account,code",0,Account code,Código cuenta
field,"account.analytic.account,company_currency_id",0,Currency,Moneda
field,"account.analytic.account,company_id",0,Company,Compañía
field,"account.analytic.account,complete_name",0,Account Name,Nombre cuenta
field,"account.analytic.account,contact_id",0,Contact,Contacto
field,"account.analytic.account,credit",0,Credit,Haber
field,"account.analytic.account,date",0,Date End,Fecha final
field,"account.analytic.account,date_start",0,Date Start,Fecha inicial
field,"account.analytic.account,debit",0,Debit,Debe
field,"account.analytic.account,description",0,Description,Descripción
field,"account.analytic.account,hours_qtt_invoiced",0,Invoiced hours,Horas facturadas
field,"account.analytic.account,hours_qtt_non_invoiced",0,Uninvoiced hours,Horas no facturadas
field,"account.analytic.account,hours_quantity",0,Hours tot,Tot. horas
field,"account.analytic.account,last_invoice_date",0,Last invoice date,Fecha última factura
field,"account.analytic.account,last_worked_date",0,Last worked date,Fecha último trabajo
field,"account.analytic.account,last_worked_invoiced_date",0,Last invoiced worked date,Fecha último trabajo facturado
field,"account.analytic.account,line_ids",0,Analytic entries,Asientos analíticos
field,"account.analytic.account,month_ids",0,Month,Mes
field,"account.analytic.account,name",0,Account name,Nombre cuenta
field,"account.analytic.account,parent_id",0,Parent analytic account,Cuenta analítica padre
field,"account.analytic.account,partner_id",0,Associated partner,Empresa asociada
field,"account.analytic.account,pricelist_id",0,Sale Pricelist,Lista de precios de venta
field,"account.analytic.account,quantity",0,Quantity,Cantidad
field,"account.analytic.account,quantity_max",0,Maximal quantity,Cantidad màxima
field,"account.analytic.account,real_margin",0,Real margin,Margen real
field,"account.analytic.account,real_margin_rate",0,Real margin rate (%),Tasa margen real (%)
field,"account.analytic.account,remaining_ca",0,Remaining revenue,Retorno restante
field,"account.analytic.account,remaining_hours",0,Remaining hours,Horas restantes
field,"account.analytic.account,revenue_per_hour",0,Revenue per hours (real),Retorno por horas (real)
field,"account.analytic.account,state",0,State,Estado
field,"account.analytic.account,theorical_margin",0,Theorical margin,Margen teórico
field,"account.analytic.account,to_invoice",0,Invoicing,Facturado
field,"account.analytic.account,total_cost",0,Total cost,Coste total
field,"account.analytic.account,type",0,Account type,Tipo de cuenta
field,"account.analytic.account,user_id",0,Account Manager,Cuenta director
field,"account.analytic.account,user_ids",0,User,Usuario
field,"account_analytic_analysis.summary.month,account_id",0,Analytic Account,Cuenta analítica
field,"account_analytic_analysis.summary.month,name",0,Month,Mes
field,"account_analytic_analysis.summary.month,unit_amount",0,Total Time,Tiempo total
field,"account_analytic_analysis.summary.user,account_id",0,Analytic Account,Cuenta analítica
field,"account_analytic_analysis.summary.user,name",0,User,Usuario
field,"account_analytic_analysis.summary.user,unit_amount",0,Total Time,Tiempo total
field,"account.analytic.budget.post,account_ids",0,Accounts,Cuentas
field,"account.analytic.budget.post,code",0,Code,Código
field,"account.analytic.budget.post.dotation,amount",0,Amount,Importe
field,"account.analytic.budget.post,dotation_ids",0,Expenses,Gastos
field,"account.analytic.budget.post.dotation,name",0,Name,Nombre
field,"account.analytic.budget.post.dotation,period_id",0,Period,Período
field,"account.analytic.budget.post.dotation,post_id",0,Item,Detalle
field,"account.analytic.budget.post.dotation,quantity",0,Quantity,Cantidad
field,"account.analytic.budget.post,name",0,Name,Nombre
field,"account.analytic.budget.post,sens",0,Direction,Dirección
field,"account.analytic.journal,active",0,Active,Activo
field,"account.analytic.journal,code",0,Journal code,Código de diario
field,"account.analytic.journal,company_id",0,Company,Compañía
field,"account.analytic.journal,line_ids",0,Lines,Líneas
field,"account.analytic.journal,name",0,Journal name,Nombre de diario
field,"account.analytic.journal,type",0,Type,Tipo
field,"account.analytic.line,account_id",0,Analytic Account,Cuenta analítica
field,"account.analytic.line,amount",0,Amount,Importe
field,"account.analytic.line,code",0,Code,Código
field,"account.analytic.line,date",0,Date,Fecha
field,"account.analytic.line,general_account_id",0,General account,Cuenta general
field,"account.analytic.line,invoice_id",0,Invoice,Factura
field,"account.analytic.line,journal_id",0,Analytic journal,Diario analítico
field,"account.analytic.line,move_id",0,General entry,Asiento general
field,"account.analytic.line,name",0,Description,Descripción
field,"account.analytic.line,product_id",0,Product,Producto
field,"account.analytic.line,product_uom_id",0,UoM,UdM
field,"account.analytic.line,ref",0,Ref.,Ref.
field,"account.analytic.line,to_invoice",0,Invoicing,Facturado
field,"account.analytic.line,unit_amount",0,Quantity,Cantidad
field,"account.analytic.line,user_id",0,User,Usuario
field,"account.bank.statement,balance_end",0,Balance,Saldo pendiente
field,"account.bank.statement,balance_end_real",0,Ending Balance,Saldo pendiente final
field,"account.bank.statement,balance_start",0,Starting Balance,Saldo pendiente inicial
field,"account.bank.statement,currency",0,Currency,Moneda
field,"account.bank.statement,date",0,Date,Fecha
field,"account.bank.statement,journal_id",0,Journal,Diario
field,"account.bank.statement.line,account_id",0,Account,Cuenta
field,"account.bank.statement.line,amount",0,Amount,Importe
field,"account.bank.statement.line,date",0,Date,Fecha
field,"account.bank.statement,line_ids",0,Statement lines,Líneas extracto
field,"account.bank.statement.line,move_ids",0,Moves,Movimientos
field,"account.bank.statement.line,name",0,Name,Nombre
field,"account.bank.statement.line,note",0,Notes,Notas
field,"account.bank.statement.line,partner_id",0,Partner,Empresa
field,"account.bank.statement.line,reconcile_amount",0,Amount reconciled,Cantidad conciliada
field,"account.bank.statement.line,reconcile_id",0,Reconcile,Conciliar
field,"account.bank.statement.line,ref",0,Ref.,Ref.
field,"account.bank.statement.line,statement_id",0,Statement,Extracto
field,"account.bank.statement.line,type",0,Type,Tipo
field,"account.bank.statement,move_line_ids",0,Entry lines,Líneas de asiento
field,"account.bank.statement,name",0,Name,Nombre
field,"account.bank.statement,period_id",0,Period,Período
field,"account.bank.statement.reconcile.line,account_id",0,Account,Cuenta
field,"account.bank.statement.reconcile.line,amount",0,Amount,Importe
field,"account.bank.statement.reconcile,line_ids",0,Entries,Entradas
field,"account.bank.statement.reconcile.line,line_id",0,Reconcile,Conciliar
field,"account.bank.statement.reconcile.line,name",0,Description,Descripción
field,"account.bank.statement.reconcile,line_new_ids",0,Write-Off,Desajuste
field,"account.bank.statement.reconcile,name",0,Date,Fecha
field,"account.bank.statement.reconcile,partner_id",0,Partner,Empresa
field,"account.bank.statement.reconcile,statement_line",0,Bank Statement Line,Línea extracto bancario
field,"account.bank.statement.reconcile,total_amount",0,Payment amount,Importe a pagar
field,"account.bank.statement.reconcile,total_balance",0,Balance,Saldo pendiente
field,"account.bank.statement.reconcile,total_currency",0,Currency,Moneda
field,"account.bank.statement.reconcile,total_entry",0,Total entries,Entradas totales
field,"account.bank.statement.reconcile,total_new",0,Total write-off,Desajuste total
field,"account.bank.statement.reconcile,total_second_amount",0,Payment amount,Importe a pagar
field,"account.bank.statement.reconcile,total_second_currency",0,Currency,Moneda
field,"account.bank.statement,state",0,State,Estado
field,"account.budget.post,account_ids",0,Accounts,Cuentas
field,"account.budget.post,code",0,Code,Código
field,"account.budget.post,company_id",0,Company,Compañía
field,"account.budget.post.dotation,amount",0,Amount,Importe
field,"account.budget.post,dotation_ids",0,Expenses,Gastos
field,"account.budget.post.dotation,name",0,Name,Nombre
field,"account.budget.post.dotation,period_id",0,Period,Período
field,"account.budget.post.dotation,post_id",0,Item,Detalle
field,"account.budget.post.dotation,quantity",0,Quantity,Cantidad
field,"account.budget.post,name",0,Name,Nombre
field,"account.budget.post,sens",0,Direction,Dirección
field,"account.fiscalyear,code",0,Code,Código
field,"account.fiscalyear,company_id",0,Company,Compañía
field,"account.fiscalyear,date_start",0,Start date,Fecha inicial
field,"account.fiscalyear,date_stop",0,End date,Fecha final
field,"account.fiscalyear,name",0,Fiscal Year,Ejercicio fiscal
field,"account.fiscalyear,period_ids",0,Periods,Períodos
field,"account.fiscalyear,state",0,State,Estado
field,"account_followup.followup,company_id",0,Company,Compañía
field,"account_followup.followup,description",0,Description,Descripción
field,"account_followup.followup,followup_line",0,Follow-Up,Seguimiento
field,"account_followup.followup.line,delay",0,Days of delay,Días de demora
field,"account_followup.followup.line,description",0,Description,Descripción
field,"account_followup.followup.line,followup_id",0,Follow Ups,Seguimientos
field,"account_followup.followup.line,name",0,Name,Nombre
field,"account_followup.followup.line,sequence",0,Sequence,Secuencia
field,"account_followup.followup.line,start",0,Type of Term,Tipo de plazo
field,"account_followup.followup,name",0,Name,Nombre
field,"account_followup.stat,account_type",0,Account Type,Tipo de cuenta
field,"account_followup.stat,balance",0,Balance,Saldo pendiente
field,"account_followup.stat,credit",0,Credit,Haber
field,"account_followup.stat,date_followup",0,Latest followup,Último seguimiento
field,"account_followup.stat,date_move",0,First move,Primer movimiento
field,"account_followup.stat,date_move_last",0,Last move,Último movimiento
field,"account_followup.stat,debit",0,Debit,Debe
field,"account_followup.stat,followup_id",0,Follow Ups,Seguimientos
field,"account_followup.stat,name",0,Partner,Empresa
field,"account.invoice,account_id",0,Dest Account,Cuenta destino
field,"account.invoice,address_contact_id",0,Contact Address,Dirección contacto
field,"account.invoice,address_invoice_id",0,Invoice Address,Dirección factura
field,"account.invoice,amount_tax",0,Tax,Impuestos
field,"account.invoice,amount_total",0,Total,Total
field,"account.invoice,amount_untaxed",0,Untaxed Amount,Base imponible
field,"account.invoice,check_total",0,Total,Total
field,"account.invoice,comment",0,Additionnal Information,Información adicional
field,"account.invoice,company_id",0,Company,Compañía
field,"account.invoice,currency_id",0,Currency,Moneda
field,"account.invoice,date_due",0,Due Date,Fecha vencimiento
field,"account.invoice,date_invoice",0,Date Invoiced,Fecha factura
field,"account.invoice,invoice_line",0,Invoice Lines,Líneas de factura
field,"account.invoice,journal_id",0,Journal,Diario
field,"account.invoice.line,account_analytic_id",0,Analytic Account,Cuenta analítica
field,"account.invoice.line,account_id",0,Source Account,Cuenta origen
field,"account.invoice.line,discount",0,Discount (%),Descuento (%)
field,"account.invoice.line,invoice_id",0,Invoice Ref,Ref. factura
field,"account.invoice.line,invoice_line_tax_id",0,Taxes,Impuestos
field,"account.invoice.line,name",0,Description,Descripción
field,"account.invoice.line,note",0,Notes,Notas
field,"account.invoice.line,price_subtotal",0,Subtotal w/o tax,Subtotal sin imp.
field,"account.invoice.line,price_subtotal_incl",0,Subtotal,Subtotal
field,"account.invoice.line,price_unit",0,Unit Price,Precio por unidad
field,"account.invoice.line,product_id",0,Product,Producto
field,"account.invoice.line,quantity",0,Quantity,Cantidad
field,"account.invoice.line,sequence",0,Sequence,Secuencia
field,"account.invoice.line,uos_id",0,Unit,Unidad de venta
field,"account.invoice,move_id",0,Invoice Movement,Asiento factura
field,"account.invoice,name",0,Description,Descripción factura
field,"account.invoice,number",0,Invoice Number,Número factura
field,"account.invoice,origin",0,Origin,Origen
field,"account.invoice,partner_id",0,Partner,Empresa
field,"account.invoice,payment_term",0,Payment Term,Plazo de pago
field,"account.invoice,period_id",0,Force Period,Forzar período
field,"account.invoice,price_type",0,Price method,Método precio
field,"account.invoice,reconciled",0,Reconciled,Conciliado
field,"account.invoice,reference",0,Invoice Reference,Referencia factura
field,"account.invoice,reference_type",0,Reference Type,Tipo referencia
field,"account.invoice,state",0,State,Estado
field,"account.invoice.tax,account_id",0,Tax Account,Cuenta impuesto
field,"account.invoice.tax,amount",0,Amount,Importe
field,"account.invoice.tax,base",0,Base,Base
field,"account.invoice.tax,base_amount",0,Base Code Amount,Importe código base
field,"account.invoice.tax,base_code_id",0,Base Code,Código base
field,"account.invoice.tax,invoice_id",0,Invoice Line,Línea factura
field,"account.invoice,tax_line",0,Tax Lines,Líneas de impuestos
field,"account.invoice.tax,manual",0,Manual,Manual
field,"account.invoice.tax,name",0,Tax Description,Descripción impuesto
field,"account.invoice.tax,sequence",0,Sequence,Secuencia
field,"account.invoice.tax,tax_amount",0,Tax Code Amount,Importe código impuesto
field,"account.invoice.tax,tax_code_id",0,Tax Code,Código impuesto
field,"account.invoice,type",0,Type,Tipo
field,"account.journal,account_control_ids",0,Account,Cuenta
field,"account.journal,active",0,Active,Activo
field,"account.journal,centralisation",0,Centralised counterpart,Homólogo centralizado
field,"account.journal,code",0,Code,Código
field,"account.journal.column,field",0,Field Name,Nombre campo
field,"account.journal.column,name",0,Column Name,Nombre columna
field,"account.journal.column,readonly",0,Readonly,Sólo lectura
field,"account.journal.column,required",0,Required,Requerido
field,"account.journal.column,sequence",0,Sequence,Secuencia
field,"account.journal.column,view_id",0,Journal View,Vista diario
field,"account.journal,company_id",0,Company,Compañía
field,"account.journal,currency",0,Currency,Moneda
field,"account.journal,default_credit_account_id",0,Default Credit Account,Cuenta haber por defecto
field,"account.journal,default_debit_account_id",0,Default Debit Account,Cuenta debe por defecto
field,"account.journal,groups_id",0,Groups,Grupos
field,"account.journal,name",0,Journal Name,Nombre diario
field,"account.journal.period,active",0,Active,Activo
field,"account.journal.period,icon",0,Icon,Icono
field,"account.journal.period,journal_id",0,Journal,Diario
field,"account.journal.period,name",0,Journal-Period Name,Nombre diario-período
field,"account.journal.period,period_id",0,Period,Período
field,"account.journal.period,state",0,State,Estado
field,"account.journal,sequence_id",0,Entry Sequence,Secuencia del asiento
field,"account.journal,type",0,Type,Tipo
field,"account.journal,type_control_ids",0,Type Controls,Controles de tipo
field,"account.journal,update_posted",0,Allow Cancelling Entries,Permitir cancelar asientos
field,"account.journal,user_id",0,User,Usuario
field,"account.journal.view,columns_id",0,Columns,Columnas
field,"account.journal,view_id",0,View,Vista
field,"account.journal.view,name",0,Journal View,Vista de diario
field,"account.model,journal_id",0,Journal,Diario
field,"account.model.line,account_id",0,Account,Cuenta
field,"account.model.line,amount_currency",0,Amount Currency,Importe cambio
field,"account.model.line,credit",0,Credit,Haber
field,"account.model.line,currency_id",0,Currency,Moneda
field,"account.model.line,date",0,Current Date,Fecha cambio
field,"account.model.line,date_maturity",0,Maturity date,Fecha vencimiento
field,"account.model.line,debit",0,Debit,Debe
field,"account.model.line,model_id",0,Model,Modelo
field,"account.model.line,name",0,Name,Nombre
field,"account.model.line,partner_id",0,Partner Ref.,Ref. empresa
field,"account.model.line,quantity",0,Quantity,Cantidad
field,"account.model.line,ref",0,Ref.,Ref.
field,"account.model.line,sequence",0,Sequence,Secuencia
field,"account.model,lines_id",0,Model Entries,Líneas del modelo
field,"account.model,name",0,Model Name,Nombre modelo
field,"account.model,ref",0,Ref,Ref.
field,"account.move,journal_id",0,Journal,Diario
field,"account.move.line,account_id",0,Account,Cuenta
field,"account.move.line,active",0,Active,Activo
field,"account.move.line,amount_currency",0,Amount Currency,Importe cambio
field,"account.move.line,amount_to_pay",0,Amount to pay,Importe a pagar
field,"account.move.line,analytic_lines",0,Analytic lines,Líneas analíticas
field,"account.move.line,balance",0,Balance,Saldo
field,"account.move.line,blocked",0,Litigation,Litigio
field,"account.move.line,centralisation",0,Centralisation,Centralización
field,"account.move.line,credit",0,Credit,Haber
field,"account.move.line,currency_id",0,Currency,Moneda
field,"account.move.line,date",0,Effective date,Fecha vigencia
field,"account.move.line,date_created",0,Creation date,Fecha creación
field,"account.move.line,date_maturity",0,Maturity date,Fecha vencimiento
field,"account.move.line,debit",0,Debit,Debe
field,"account.move.line,followup_date",0,Latest Follow-up,Último seguimiento
field,"account.move.line,followup_line_id",0,Follow-up Level,Nivel seguimiento
field,"account.move,line_id",0,Entries,Movimientos
field,"account.move.line,journal_id",0,Journal,Diario
field,"account.move.line,move_id",0,Move,Asiento
field,"account.move.line,name",0,Name,Nombre
field,"account.move.line,partner_id",0,Partner Ref.,Ref. empresa
field,"account.move.line,period_id",0,Period,Período
field,"account.move.line,quantity",0,Quantity,Cantidad
field,"account.move.line,reconcile_id",0,Reconcile,Conciliar
field,"account.move.line,ref",0,Ref.,Ref.
field,"account.move.line,state",0,State,Estado
field,"account.move.line,statement_id",0,Statement,Extracto bancario
field,"account.move.line,tax_amount",0,Tax/Base Amount,Importe impuestos/base
field,"account.move.line,tax_code_id",0,Tax Account,Cuenta impuestos
field,"account.move,name",0,Entry Name,Núm. asiento
field,"account.move,period_id",0,Period,Período
field,"account.move.reconcile,create_date",0,Creation date,Fecha creación
field,"account.move.reconcile,line_id",0,Entry lines,Líneas de movimiento
field,"account.move.reconcile,name",0,Name,Nombre
field,"account.move.reconcile,type",0,Type,Tipo
field,"account.move,ref",0,Ref,Ref.
field,"account.move,state",0,State,Estado
field,"account.payment.term,active",0,Active,Activo
field,"account.payment.term.line,condition",0,Condition,Condición
field,"account.payment.term.line,days",0,Number of Days,Número de días
field,"account.payment.term,line_ids",0,Terms,Plazos de pago
field,"account.payment.term.line,name",0,Line Name,Nombre línea
field,"account.payment.term.line,payment_id",0,Payment Term,Plazo de pago
field,"account.payment.term.line,sequence",0,Sequence,Secuencia
field,"account.payment.term.line,value",0,Value,Valor
field,"account.payment.term.line,value_amount",0,Value Amount,Valor importe
field,"account.payment.term,name",0,Payment Term,Plazo de pago
field,"account.payment.term,note",0,Description,Descripción
field,"account.period,code",0,Code,Código
field,"account.period,company_id",0,Company,Compañía
field,"account.period,date_start",0,Start of period,Inicio del período
field,"account.period,date_stop",0,End of period,Fin del período
field,"account.period,fiscalyear_id",0,Fiscal Year,Ejercicio fiscal
field,"account.period,name",0,Period Name,Nombre de período
field,"account.period,state",0,State,Estado
field,"account.report.report,active",0,Active,Activo
field,"account.report.report,amount",0,Value,Valor
field,"account.report.report,child_ids",0,Childs,Hijos
field,"account.report.report,code",0,Code,Código
field,"account.report.report,color_back",0,Back Color,Color fondo
field,"account.report.report,color_font",0,Font Color,Color tipo de letra
field,"account.report.report,expression",0,Expression,Expresión
field,"account.report.report,expression_status",0,Status expression,Expresión de estado
field,"account.report.report,name",0,Name,Nombre
field,"account.report.report,note",0,Note,Nota
field,"account.report.report,parent_id",0,Parent,Padre
field,"account.report.report,sequence",0,Sequence,Secuencia
field,"account.report.report,status",0,Status,Posición
field,"account.report.report,style",0,Style,Estilo
field,"account.report.report,type",0,Type,Tipo
field,"account.subscription,date_start",0,Starting date,Fecha de inicio
field,"account.subscription.line,date",0,Date,Fecha
field,"account.subscription.line,move_id",0,Entry,Asiento
field,"account.subscription,lines_id",0,Subscription Lines,Líneas de asientos periódicos
field,"account.subscription.line,subscription_id",0,Subscription,Asientos periódicos
field,"account.subscription,model_id",0,Model,Modelo
field,"account.subscription,name",0,Name,Nombre
field,"account.subscription,period_nbr",0,Period,Período: Ctdad de tiempo
field,"account.subscription,period_total",0,Number of period,Número de asientos
field,"account.subscription,period_type",0,Period Type,Período: Unidad de tiempo
field,"account.subscription,ref",0,Ref.,Ref.
field,"account.subscription,state",0,State,Estado
field,"account.tax,account_collected_id",0,Invoice Tax Account,Cuenta impuestos de factura
field,"account.tax,account_paid_id",0,Refund Tax Account,Cuenta impuestos de devoluciones
field,"account.tax,active",0,Active,Activo
field,"account.tax,amount",0,Amount,Importe
field,"account.tax,applicable_type",0,Applicable Type,Tipo aplicable
field,"account.tax,base_code_id",0,Base Code,Código base
field,"account.tax,base_sign",0,Base Code Sign,Signo código base
field,"account.tax,child_depend",0,Tax on Childs,Impuesto depende de sus hijos
field,"account.tax,child_ids",0,Childs Tax Account,Cuenta impuestos hijos
field,"account.tax.code,child_ids",0,Childs Codes,Códigos hijos
field,"account.tax.code,code",0,Case Code,Código caso
field,"account.tax.code,company_id",0,Company,Compañía
field,"account.tax.code,info",0,Description,Descripción
field,"account.tax.code,line_ids",0,Lines,Líneas
field,"account.tax.code,name",0,Tax Case Name,Nombre impuesto del caso
field,"account.tax.code,parent_id",0,Parent Code,Código padre
field,"account.tax.code,sign",0,Sign for parent,Signo para el padre
field,"account.tax.code,sum",0,Year Sum,Suma del año
field,"account.tax.code,sum_period",0,Period Sum,Suma del período
field,"account.tax,company_id",0,Company,Compañía
field,"account.tax,domain",0,Domain,Dominio
field,"account.tax,include_base_amount",0,Include in base amount,Incluir en importe base
field,"account.tax,name",0,Tax Name,Nombre impuesto
field,"account.tax,parent_id",0,Parent Tax Account,Cuenta impuestos padre
field,"account.tax,python_applicable",0,Python Code,Código Python
field,"account.tax,python_compute",0,Python Code,Código Python
field,"account.tax,python_compute_inv",0,Python Code (reverse),Código Python (inverso)
field,"account.tax,ref_base_code_id",0,Base Code,Código base
field,"account.tax,ref_base_sign",0,Base Code Sign,Signo código base
field,"account.tax,ref_tax_code_id",0,Tax Code,Código impuesto
field,"account.tax,ref_tax_sign",0,Tax Code Sign,Signo código impuestos
field,"account.tax,sequence",0,Sequence,Secuencia
field,"account.tax,tax_code_id",0,Tax Code,Código del impuesto
field,"account.tax,tax_group",0,Tax Group,Grupo del impuesto
field,"account.tax,tax_sign",0,Tax Code Sign,Signo código impuestos
field,"account.tax,type",0,Tax Type,Tipo impuesto
field,"board.board,name",0,Board,Tablero
field,"board.note,date",0,Date,Fecha
field,"board.note,name",0,Subject,Asunto
field,"board.note,note",0,Note,Nota
field,"board.note,type",0,Note type,Tipo de nota
field,"board.note.type,name",0,Note Type,Tipo de nota
field,"board.note,user_id",0,Author,Autor
field,"crm.case,active",0,Active,Activo
field,"crm.case,canal_id",0,Channel,Canal
field,"crm.case,categ_id",0,Category,Categoría
field,"crm.case.categ,name",0,Case Category Name,Nombre de la categoría de casos 
field,"crm.case.categ,probability",0,Probability,Probabilidad
field,"crm.case.categ,section_id",0,Case Section,Sección del caso
field,"crm.case,create_date",0,Created,Creado
field,"crm.case,date",0,Date,Fecha
field,"crm.case,date_action_last",0,Last Action,Última acción
field,"crm.case,date_action_next",0,Next Action,Próxima acción
field,"crm.case,date_closed",0,Closed,Cerrado
field,"crm.case,date_deadline",0,Deadline,Fecha límite
field,"crm.case,description",0,Your action,Su acción
field,"crm.case,email_cc",0,Watchers Emails,Observadores emails (CC)
field,"crm.case,email_from",0,Partner Email,Email empresa
field,"crm.case,email_last",0,Latest E-Mail,Último email
field,"crm.case.history,description",0,Description,Descripción
field,"crm.case.history,email",0,Email,Email
field,"crm.case,history_line",0,Communication,Comunicación
field,"crm.case.history,log_id",0,Log,Registro
field,"crm.case,id",0,ID,ID
field,"crm.case.log,canal_id",0,Channel,Canal
field,"crm.case.log,case_id",0,Case,Caso
field,"crm.case.log,date",0,Date,Fecha
field,"crm.case,log_ids",0,Logs History,Historial del registro
field,"crm.case.log,name",0,Action,Acción
field,"crm.case.log,som",0,State of Mind,Grado de satisfacción
field,"crm.case.log,user_id",0,User Responsible,Usuario responsable
field,"crm.case,name",0,Description,Descripción
field,"crm.case,partner_address_id",0,Partner Contact,Contacto empresa
field,"crm.case,partner_id",0,Partner,Empresa
field,"crm.case,planned_cost",0,Planned Costs,Costos planeados
field,"crm.case,planned_revenue",0,Planned Revenue,Retorno planeado
field,"crm.case,priority",0,Priority,Prioridad
field,"crm.case,probability",0,Probability (0.50),Probabilidad (0.50)
field,"crm.case,ref",0,Reference,Referencia
field,"crm.case,ref2",0,Reference 2,Referencia 2
field,"crm.case.rule,act_email_cc",0,Add watchers (Cc),Añadir observadores (CC)
field,"crm.case.rule,active",0,Active,Activo
field,"crm.case.rule,act_mail_body",0,Mail body,Texto correo
field,"crm.case.rule,act_mail_to_email",0,Mail to these emails,Enviar correo a estos emails
field,"crm.case.rule,act_mail_to_partner",0,Mail to partner,Enviar correo a empresa
field,"crm.case.rule,act_mail_to_user",0,Mail to responsible,Enviar correo a responsable
field,"crm.case.rule,act_mail_to_watchers",0,Mail to watchers (Cc),Enviar correo a observadores (CC)
field,"crm.case.rule,act_method",0,Call Object Method,Método llamada al objeto
field,"crm.case.rule,act_priority",0,Set priority to,Establecer prioridad a
field,"crm.case.rule,act_remind_attach",0,Remind with attachment,Recordar con la adjunción
field,"crm.case.rule,act_remind_partner",0,Remind partner,Recordar empresa
field,"crm.case.rule,act_remind_user",0,Remind responsible,Recordar responsable
field,"crm.case.rule,act_section_id",0,Set section to,Establecer sección a
field,"crm.case.rule,act_state",0,Set state to,Establecer estado a
field,"crm.case.rule,act_user_id",0,Set responsible to,Establecer responsable a
field,"crm.case.rule,name",0,Rule Name,Nombre de regla
field,"crm.case.rule,sequence",0,Sequence,Secuencia
field,"crm.case.rule,trg_categ_id",0,Category,Categoría
