code;description;unit_id
01063200;"levende psittaciformes ""papegaaiachtigen"" ""papegaaien, parkieten, ara's en kaketoes daaronder begrepen""";intrastat_unit_pce
01063300;Struisvogels en emoes (Dromaius novaehollandiae), levend;intrastat_unit_pce
01063910;levende duiven;intrastat_unit_pce
01063980;"levende vogels (m.u.v. roofvogels, psittaciformes ""papegaaiachtigen"" ""papegaaien, parkieten, ara's en kaketoes daaronder begrepen"", struisvogels, emoes (Dromaius novaehollandiae) en duiven)";
01064100;Levende bijen;
01064900;levende insecten (m.u.v. bijen);
01069000;levende dieren (m.u.v. zoogdieren, reptielen, vogels, insecten, vissen,  schaaldieren, weekdieren, andere ongewervelde waterdieren en culturen van micro-organismen e.d.);
02011000;runderen, hele en halve dieren, vers of gekoeld;
02012020;"""compensated quarters"" van runderen, met been, vers of gekoeld";
02012030;voorvoeten en voorspannen van runderen, met been, vers of gekoeld;
02012050;achtervoeten en achterspannen van runderen, met been, vers of gekoeld;
02012090;"vlees van runderen, met been, vers of gekoeld (m.u.v. hele en halve dieren, ""compensated quarters"", voorvoeten en voorspannen, achtervoeten en achterspannen)";
02013000;vlees van runderen, uitgebeend, vers of gekoeld;
02021000;runderen, hele en halve dieren, bevroren;
02022010;"""compensated quarters"" van runderen, met been, bevroren";
02022030;voorvoeten en voorspannen van runderen, met been, bevroren;
02022050;achtervoeten en achterspannen van runderen, met been, bevroren;
02022090;"vlees van runderen, met been, bevroren (m.u.v. hele en halve dieren, ""compensated quarters"", voorvoeten en voorspannen, achtervoeten en achterspannen)";
02023010;"voorvoeten van runderen, uitgebeend, bevroren, geheel of verdeeld in ten hoogste vijf delen, waarbij iedere voorvoet in één enkel vriesblok wordt aangeboden, alsmede zgn. ""compensated quarters"" aangeboden in twee vriesblokken, waarvan het ene blok de voorvoet in zijn geheel of verdeeld in ten hoogste vijf delen omvat, en het andere de achtervoet, zonder de filet, in één enkel deel";
02023050;"""crops"", ""chucks and blades"" en ""briskets"" van runderen, uitgebeend, bevroren";
02023090;"vlees van runderen, uitgebeend, bevroren (m.u.v. voorvoeten, geheel of verdeeld in <= 5 delen, waarbij iedere voorvoet in één enkel vriesblok wordt aangeboden, alsmede zgn. ""compensated quarters"" aangeboden in twee vriesblokken, waarvan het ene blok de voorvoet in zijn geheel of verdeeld in <= 5 delen omvat, en het andere de achtervoet, zonder de filet, in één enkel deel en m.u.v. ""crops"", ""chucks and blades"" en ""briskets"")";
02031110;"varkens ""huisdieren"", hele en halve dieren, vers of gekoeld";
02031190;"varkens ""in het wild levend"", hele en halve dieren, vers of gekoeld";
02031211;"hammen en delen daarvan, met been, van varkens ""huisdieren"", vers of gekoeld";
02031219;"schouders en delen daarvan, met been, van varkens ""huisdieren"", vers of gekoeld";
02031290;"hammen en schouders, alsmede delen daarvan, met been, van varkens ""in het wild levend"", vers of gekoeld";
02031911;"voorstukken en delen daarvan, van varkens ""huisdieren"", vers of gekoeld";
02031913;"karbonadestrengen en delen daarvan, van varkens ""huisdieren"", vers of gekoeld";
02031915;"buiken ""buikspek"" en delen daarvan, van varkens ""huisdieren"", vers of gekoeld";
02031955;"vlees van varkens ""huisdieren"", uitgebeend, vers of gekoeld (m.u.v. buiken ""buikspek"" en delen daarvan)";
02031959;"Vlees van varkens ""huisdieren"", met been, vers of gekoeld (m.u.v. hele en halve dieren en m.u.v. hammen, schouders, voorstukken, karbonadestrengen en buiken ""buikspek"" en delen daarvan)";
02031990;"vlees van varkens ""in het wild levend"", vers of gekoeld (m.u.v. hele en halve dieren en m.u.v. hammen en schouders, alsmede delen daarvan, met been)";
02032110;"varkens ""huisdieren"", hele en halve dieren, bevroren";
02032190;"varkens ""in het wild levend"", hele en halve dieren, bevroren";
02032211;"hammen en delen daarvan, met been, van varkens ""huisdieren"", bevroren";
02032219;"schouders en delen daarvan, met been, van varkens ""huisdieren"", bevroren";
02032290;"hammen en schouders, alsmede delen daarvan, met been, van varkens ""in het wild levend"", bevroren";
02032911;"voorstukken en delen daarvan, van varkens ""huisdieren"", bevroren";
02032913;"karbonadestrengen en delen daarvan, van varkens ""huisdieren"", bevroren";
02032915;"buiken ""buikspek"" en delen daarvan, van varkens ""huisdieren"", bevroren";
02032955;"vlees van varkens ""huisdieren"", uitgebeend, bevroren (m.u.v. buiken ""buikspek"" en delen daarvan)";
02032959;"vlees van varkens ""huisdieren"", met been, bevroren (m.u.v. hele en halve dieren en m.u.v. hammen, schouders, voorstukken, karbonadestrengen en buiken ""buikspek"" en delen daarvan)";
02032990;"vlees van varkens ""in het wild levend"", bevroren (m.u.v. hele en halve dieren en m.u.v. hammen en schouders, alsmede delen daarvan, met been)";
02041000;lammeren, hele en halve dieren, vers of gekoeld;
02042100;schapen, hele en halve dieren, vers of gekoeld (m.u.v. lammeren);
02042210;voorstukken en halve voorstukken van schapen, vers of gekoeld;
02042230;nierstukken en/of zadels en halve nierstukken en/of zadels, van schapen, vers of gekoeld;
02042250;achterstellen en halve achterstellen van schapen, vers of gekoeld;
02042290;vlees van schapen, met been, vers of gekoeld (m.u.v. hele en halve dieren, voorstukken en halve voorstukken, nierstukken en/of zadels en halve nierstukken en/of zadels en achterstellen en halve achterstellen);
02042300;vlees van schapen, uitgebeend, vers of gekoeld;
02043000;lammeren, hele en halve dieren, bevroren;
02044100;schapen, hele en halve dieren, bevroren (m.u.v. lammeren);
02044210;voorstukken en halve voorstukken van schapen, bevroren;
02044230;nierstukken en/of zadels en halve nierstukken en/of zadels, van schapen, bevroren;
02044250;achterstellen en halve achterstellen van schapen, bevroren;
02044290;vlees van schapen, met been, bevroren (m.u.v. hele en halve dieren, voorstukken en halve voorstukken, nierstukken en/of zadels en halve nierstukken en/of zadels en achterstellen en halve achterstellen);
02044310;vlees van lammeren, uitgebeend, bevroren;
02044390;vlees van schapen, uitgebeend, bevroren (m.u.v. dat van lammeren);
02045011;geiten, hele en halve dieren, vers of gekoeld;
02045013;voorstukken en halve voorstukken van geiten, vers of gekoeld;
02045015;nierstukken en/of zadels en halve nierstukken en/of zadels, van geiten, vers of gekoeld;
02045019;achterstellen en halve achterstellen van geiten, vers of gekoeld;
02045031;vlees van geiten, met been, vers of gekoeld (m.u.v. hele en halve dieren, voorstukken en halve voorstukken, nierstukken en/of zadels en halve nierstukken en/of zadels en achterstellen en halve achterstellen);
02045039;vlees van geiten, uitgebeend, vers of gekoeld;
02045051;geiten, hele en halve dieren, bevroren;
02045053;voorstukken en halve voorstukken van geiten, bevroren;
02045055;nierstukken en/of zadels en halve nierstukken en/of zadels, van geiten, bevroren;
02045059;achterstellen en halve achterstellen van geiten, bevroren;
02045071;vlees van geiten, met been, bevroren (m.u.v. hele en halve dieren, voorstukken en halve voorstukken, nierstukken en/of zadels en halve nierstukken en/of zadels en achterstellen en halve achterstellen);
02045079;vlees van geiten, uitgebeend, bevroren;
02050020;vlees van paarden, van ezels, van muildieren of van muilezels, vers of gekoeld;
02050080;vlees van paarden, van ezels, van muildieren of van muilezels, bevroren;
02061010;slachtafvallen van runderen, eetbaar, vers of gekoeld, bestemd voor de vervaardiging van farmaceutische producten;
02061095;longhaasjes en omlopen van runderen, eetbaar, vers of gekoeld (m.u.v. die bestemd voor de vervaardiging van farmaceutische producten);
02061098;Slachtafvallen van runderen, eetbaar, vers of gekoeld (m.u.v. die bestemd voor de vervaardiging van farmaceutische producten en m.u.v. longhaasjes en omlopen);
02062100;tongen van runderen, eetbaar, bevroren;
02062200;levers van runderen, eetbaar, bevroren;
02062910;slachtafvallen van runderen, eetbaar, bevroren, bestemd voor de vervaardiging van farmaceutische producten (m.u.v. tongen en levers);
02062991;longhaasjes en omlopen van runderen, eetbaar, bevroren (m.u.v. die bestemd voor de vervaardiging van farmaceutische producten);
02062999;slachtafvallen van runderen, eetbaar, bevroren (m.u.v. die bestemd voor de vervaardiging van farmaceutische producten en m.u.v. tongen, levers, longhaasjes en omlopen);
02063000;slachtafvallen van varkens, eetbaar, vers of gekoeld;
02064100;levers van varkens, eetbaar, bevroren;
02064900;Eetbare slachtafvallen van varkens, bevroren (m.u.v. levers);
02068010;slachtafvallen van schapen, van geiten, van paarden, van ezels, van muildieren en van muilezels, eetbaar, vers of gekoeld, bestemd voor de vervaardiging van farmaceutische producten;
02068091;slachtafvallen van paarden, van ezels, van muildieren en van muilezels, eetbaar, vers of gekoeld (m.u.v. die bestemd voor de vervaardiging van farmaceutische producten);
02068099;slachtafvallen van schapen en van geiten, eetbaar, vers of gekoeld (m.u.v. die bestemd voor de vervaardiging van farmaceutische producten);
02069010;slachtafvallen van schapen, van geiten, van paarden, van ezels, van muildieren en van muilezels, eetbaar, bevroren, bestemd voor de vervaardiging van farmaceutische producten;
02069091;slachtafvallen van paarden, van ezels, van muildieren en van muilezels, eetbaar, bevroren (m.u.v. die bestemd voor de vervaardiging van farmaceutische producten);
02069099;slachtafvallen van schapen en van geiten, eetbaar, bevroren (m.u.v. die bestemd voor de vervaardiging van farmaceutische producten);
02071110;"hanen en kippen ""pluimvee"", geplukt, ontdarmd, met kop en met poten ""zgn. kippen 83%"", vers of gekoeld";
02071130;"hanen en kippen ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop en poten, doch met hals, met hart, met lever en met spiermaag ""zgn. kippen 70%"", vers of gekoeld";
02071190;"hanen en kippen ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop, hals, poten, hart, lever en spiermaag ""zgn. kippen 65%"", of in andere staat aangeboden, vers of gekoeld (niet in stukken gesneden en m.u.v. zgn. kippen 83% en zgn. kippen 70%)";
02071210;"hanen en kippen ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop en poten, doch met hals, met hart, met lever en met spiermaag ""zgn. kippen 70%"", bevroren";
02071290;"hanen en kippen ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop, hals, poten, hart, lever en spiermaag ""zgn. kippen 65%"", of in andere staat aangeboden, bevroren (niet in stukken gesneden en m.u.v. zgn. kippen 70%)";
02071310;"delen van hanen of van kippen ""pluimvee"", uitgebeend, vers of gekoeld";
02071320;"helften en kwarten van hanen of van kippen ""pluimvee"", vers of gekoeld";
02071330;"hele vleugels, ook indien ontdaan van de spits, van hanen of van kippen ""pluimvee"", vers of gekoeld";
02071340;"ruggen, halzen, ruggen met halzen, staarten en vleugelspitsen, van hanen of van kippen ""pluimvee"", vers of gekoeld";
02071350;"borsten en delen daarvan, met been, van hanen of van kippen ""pluimvee"", vers of gekoeld";
02071360;"dijen en delen daarvan, met been, van hanen of van kippen ""pluimvee"", vers of gekoeld";
02071370;"delen van hanen of van kippen ""pluimvee"", met been, vers of gekoeld (m.u.v. helften en kwarten, hele vleugels, ook indien ontdaan van de spits, ruggen, halzen, ruggen met halzen, staarten, vleugelspitsen, borsten en dijen en delen daarvan)";
02071391;"levers van hanen of van kippen ""pluimvee"", eetbaar, vers of gekoeld";
02071399;"eetbare slachtafvallen van hanen of van kippen ""pluimvee"", vers of gekoeld (m.u.v. levers)";
02071410;"delen van hanen of van kippen ""pluimvee"", uitgebeend, bevroren";
02071420;"helften en kwarten van hanen of van kippen ""pluimvee"", bevroren";
02071430;"hele vleugels, ook indien ontdaan van de spits, van hanen of van kippen ""pluimvee"", bevroren";
02071440;"ruggen, halzen, ruggen met halzen, staarten en vleugelspitsen, van hanen of van kippen ""pluimvee"", bevroren";
02071450;"borsten en delen daarvan, met been, van hanen of van kippen ""pluimvee"", bevroren";
02071460;"dijen en delen daarvan, met been, van hanen of van kippen ""pluimvee"", bevroren";
02071470;"delen van hanen of van kippen ""pluimvee"", met been, bevroren (m.u.v. helften en kwarten, hele vleugels, ook indien ontdaan van de spits, ruggen, halzen, ruggen met halzen, staarten, vleugelspitsen, borsten en dijen en delen daarvan)";
02071491;"levers van hanen of van kippen ""pluimvee"", eetbaar, bevroren";
02071499;"eetbare slachtafvallen van hanen of van kippen ""pluimvee"", bevroren (m.u.v. levers)";
02072410;"kalkoenen ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop en poten, doch met hals, met hart, met lever en met spiermaag ""zgn. kalkoenen 80%"", vers of gekoeld";
02072490;"kalkoenen ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop, hals, poten, hart, lever en spiermaag ""zgn. kalkoenen 73%"", of in andere staat aangeboden, vers of gekoeld (niet in stukken gesneden en m.u.v. zgn. kalkoenen 80%)";
02072510;"kalkoenen ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop en poten, doch met hals, met hart, met lever en met spiermaag ""zgn. kalkoenen 80%"", bevroren";
02072590;"kalkoenen ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop, hals, poten, hart, lever en spiermaag ""zgn. kalkoenen 73%"", of in andere staat aangeboden, bevroren (niet in stukken gesneden en m.u.v. zgn. kalkoenen 80%)";
02072610;"delen van kalkoenen ""pluimvee"", uitgebeend, vers of gekoeld";
02072620;"helften en kwarten van kalkoenen ""pluimvee"", vers of gekoeld";
02072630;"vleugels, ook indien ontdaan van de spits, van kalkoenen ""pluimvee"", vers of gekoeld";
02072640;"ruggen, halzen, ruggen met halzen, staarten en vleugelspitsen, van kalkoenen ""pluimvee"", vers of gekoeld";
02072650;"borsten en delen daarvan, met been, van kalkoenen ""pluimvee"", vers of gekoeld";
02072660;"onderdijen en delen daarvan, met been, van kalkoenen ""pluimvee"", vers of gekoeld";
02072670;"dijen en delen daarvan, met been, van kalkoenen ""pluimvee"", vers of gekoeld (m.u.v. onderdijen en delen daarvan)";
02072680;"delen van kalkoenen ""pluimvee"", met been, vers of gekoeld (m.u.v. helften en kwarten, hele vleugels, ook indien ontdaan van de spits, ruggen, halzen, ruggen met halzen, staarten, vleugelspitsen, borsten en dijen en delen daarvan)";
02072691;"levers van kalkoenen ""pluimvee"", eetbaar, vers of gekoeld";
02072699;"eetbare slachtafvallen van kalkoenen ""pluimvee"", vers of gekoeld (m.u.v. levers)";
02072710;"delen van kalkoenen ""pluimvee"", uitgebeend, bevroren";
02072720;"helften en kwarten van kalkoenen ""pluimvee"", bevroren";
02072730;"vleugels, ook indien ontdaan van de spits, van kalkoenen ""pluimvee"", bevroren";
02072740;"ruggen, halzen, ruggen met halzen, staarten en vleugelspitsen, van kalkoenen ""pluimvee"", bevroren";
02072750;"borsten en delen daarvan, met been, van kalkoenen ""pluimvee"", bevroren";
02072760;"onderdijen en delen daarvan, met been, van kalkoenen ""pluimvee"", bevroren";
02072770;"dijen en delen daarvan, met been, van kalkoenen ""pluimvee"", bevroren (m.u.v. onderdijen en delen daarvan)";
02072780;"delen van kalkoenen ""pluimvee"", met been, bevroren (m.u.v. helften en kwarten, hele vleugels, ook indien ontdaan van de spits, ruggen, halzen, ruggen met halzen, staarten, vleugelspitsen, borsten en dijen en delen daarvan)";
02072791;"levers van kalkoenen ""pluimvee"", eetbaar, bevroren";
02072799;"slachtafvallen van kalkoenen ""pluimvee"", eetbaar, bevroren (m.u.v. levers)";
02074120;"eenden ""pluimvee"", geplukt, uitgebloed, al dan niet ontdarmd, met kop en met poten ""zgn. eenden 85%"", niet in stukken gesneden, vers of gekoeld";
02074130;"eenden ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop en poten, doch met hals, met hart, met lever en met spiermaag ""zgn. eenden 70%"", niet in stukken gesneden, vers of gekoeld";
02074180;"eenden ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop, hals, poten, hart, lever en spiermaag ""zgn. eenden 63%"" of in andere staat aangeboden, niet in stukken gesneden, vers of gekoeld";
02074230;"eenden ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop en poten, doch met hals, met hart, met lever en met spiermaag ""zgn. eenden 70%"", niet in stukken gesneden, bevroren";
02074280;"eenden ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop, hals, poten, hart, lever en spiermaag ""zgn. eenden 63%"", of in andere staat aangeboden, niet in stukken gesneden,  bevroren";
02074300;"vette levers ""foies gras"" van eenden ""pluimvee"", vers of gekoeld";
02074410;"delen van eenden ""pluimvee"", uitgebeend, vers of gekoeld";
02074421;"helften en kwarten van eenden ""pluimvee"", vers of gekoeld";
02074431;"Hele vleugels, ook indien ontdaan van de spits, van eenden ""pluimvee"", vers of gekoeld";
02074441;"ruggen, halzen, ruggen met halzen, staarten en vleugelspitsen, van eenden ""pluimvee"", vers of gekoeld";
02074451;"borsten en delen daarvan, met been, van eenden ""pluimvee"", vers of gekoeld";
02074461;"dijen en delen daarvan, met been, van eenden ""pluimvee"", vers of gekoeld";
02074471;"eendenpaletots ""pluimvee"", met been, vers of gekoeld";
02074481;"delen van eenden ""pluimvee"", met been, vers of gekoeld (m.u.v. helften en kwarten, hele vleugels, ook indien ontdaan van de spits, ruggen, halzen, ruggen met halzen, staarten, vleugelspitsen, borsten en dijen en delen daarvan, en m.u.v. eendenpaletots)";
02074491;"levers van eenden ""pluimvee"", eetbaar, vers of gekoeld (m.u.v. vette levers ""foies gras"")";
02074499;"slachtafvallen van eenden ""pluimvee"", eetbaar, vers of gekoeld (m.u.v. levers)";
02074510;"delen van eenden  ""pluimvee"", uitgebeend, bevroren";
02074521;"helften en kwarten van eenden ""pluimvee"", bevroren";
02074531;"Hele vleugels, ook indien ontdaan van de spits, van eenden ""pluimvee"", bevroren";
02074541;"ruggen, halzen, ruggen met halzen, staarten en vleugelspitsen, van eenden ""pluimvee"", bevroren";
02074551;"borsten en delen daarvan, met been, van eenden ""pluimvee"", bevroren";
02074561;"dijen en delen daarvan, met been, van eenden ""pluimvee"", bevroren";
02074571;"eendenpaletots ""pluimvee"", met been, bevroren";
02074581;"delen van eenden ""pluimvee"", met been, bevroren (m.u.v. helften en kwarten, hele vleugels, ook indien ontdaan van de spits, ruggen, halzen, ruggen met halzen, staarten, vleugelspitsen, borsten en dijen en delen daarvan, en m.u.v. zgn. eendenpaletots)";
02074593;"vette levers ""foies gras"" van eenden ""pluimvee"", eetbaar, bevroren";
02074595;"levers van eenden ""pluimvee"", eetbaar, bevroren (m.u.v. vette levers ""foies gras"" van eenden)";
02074599;"slachtafvallen van eenden ""pluimvee"", eetbaar, bevroren (m.u.v. levers)";
02075110;"ganzen ""pluimvee"", geplukt, uitgebloed, met darmen, met kop en met poten ""zgn. ganzen 82%"", niet in stukken gesneden, vers of gekoeld";
02075190;"ganzen ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop en poten, ook indien met hart en met spiermaag ""zgn. ganzen 75%"" of in andere staat aangeboden, niet in stukken gesneden, vers of gekoeld";
02075210;"ganzen ""pluimvee"", geplukt, uitgebloed, met darmen, met kop en met poten ""zgn. ganzen 82%"", niet in stukken gesneden, bevroren";
02075290;"ganzen ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop en poten, ook indien met hart en met spiermaag ""zgn. ganzen 75%"", of in andere staat aangeboden, niet in stukken gesneden, bevroren";
02075300;"vette levers ""foies gras"" van ganzen ""pluimvee"", eetbaar, vers of gekoeld";
02075410;"delen van ganzen ""pluimvee"", uitgebeend, vers of gekoeld";
02075421;"helften en kwarten van ganzen ""pluimvee"", vers of gekoeld";
02075431;"Hele vleugels, ook indien ontdaan van de spits van ganzen ""pluimvee"", vers of gekoeld";
02075441;"ruggen, halzen, ruggen met halzen, staarten en vleugelspitsen van ganzen ""pluimvee"", vers of gekoeld";
02075451;"borsten en delen daarvan, met been, van ganzen ""pluimvee"", vers of gekoeld";
02075461;"dijen en delen daarvan, met been, van ganzen ""pluimvee"", vers of gekoeld";
02075471;"ganzenpaletots ""pluimvee"", met been,  vers of gekoeld";
02075481;"delen van ganzen ""pluimvee"", met been, vers of gekoeld (m.u.v. helften en kwarten, hele vleugels, ook indien ontdaan van de spits, ruggen, halzen, ruggen met halzen, staarten, vleugelspitsen, borsten en dijen en delen daarvan, en m.u.v. zgn. ganzenpaletots)";
02075491;"levers van ganzen ""pluimvee"", eetbaar, vers of gekoeld (m.u.v. vette levers ""foies gras"")";
02075499;"slachtafvallen van ganzen ""pluimvee"", eetbaar, vers of gekoeld (m.u.v. levers)";
02075510;"delen van ganzen ""pluimvee"", uitgebeend, bevroren";
02075521;"helften en kwarten van ganzen ""pluimvee"", bevroren";
02075531;"Hele vleugels, ook indien ontdaan van de spits van ganzen""pluimvee"", bevroren";
02075541;"ruggen, halzen, ruggen met halzen, staarten en vleugelspitsen van ganzen ""pluimvee"", bevroren";
02075551;"borsten en delen daarvan, met been, van ganzen ""pluimvee"", bevroren";
02075561;"dijen en delen daarvan, met been, van ganzen ""pluimvee"", bevroren";
02075571;"ganzenpaletots ""pluimvee"", met been,  bevroren";
02075581;"delen van ganzen ""pluimvee"", met been, bevroren (m.u.v. helften en kwarten, hele vleugels, ook indien ontdaan van de spits, ruggen, halzen, ruggen met halzen, staarten, vleugelspitsen, borsten en dijen en delen daarvan, en m.u.v. zgn. ganzenpaletots)";
02075593;"vette levers ""foies gras"" van ganzen ""pluimvee"", eetbaar, bevroren";
02075595;"levers van ganzen ""pluimvee"", eetbaar, bevroren (m.u.v. vette levers ""foies gras"")";
02075599;"slachtafvallen van ganzen ""pluimvee"", eetbaar, bevroren (m.u.v. levers)";
02076005;"parelhoenders ""pluimvee"", vers, gekoeld of bevroren (niet in stukken gesneden)";
02076010;"delen van parelhoenders ""pluimvee"", uitgebeend, vers, gekoeld of bevroren";
02076021;"helften en kwarten van parelhoenders ""pluimvee"" vers, gekoeld of bevroren";
02076031;"Hele vleugels, ook indien ontdaan van de spits van parelhoenders ""pluimvee"", vers, gekoeld of bevroren";
