code;description;unit_id
01012100;Chevaux reproducteurs de race pure;intrastat_unit_pce
01012910;Chevaux destinés à la boucherie;intrastat_unit_pce
01012990;Chevaux vivants (à l’excl. des animaux reproducteurs de race pure ainsi que des animaux destinés à la boucherie);intrastat_unit_pce
01013000;Ânes, vivants;intrastat_unit_pce
01019000;Mulets et bardots, vivants;intrastat_unit_pce
01022110;Génisses [bovins femelles qui n’ont jamais vêlé] reproductrices, de race pure;intrastat_unit_pce
01022130;Vaches reproductrices, de race pure (à l’excl. des génisses);intrastat_unit_pce
01022190;Bovins domestiques reproducteurs, de race pure (à l’excl. des vaches et des génisses);intrastat_unit_pce
01022905;Bovins domestiques vivants, du sous-genre Bibos ou Poephagus (à l'excl. des animaux reproducteurs de race pure);intrastat_unit_pce
01022910;Bovins domestiques vivants, d’un poids <= 80 kg (à l’excl. des animaux reproducteurs de race pure);intrastat_unit_pce
01022921;Bovins domestiques d’un poids > 80 kg mais <= 160 kg, destinés à la boucherie;intrastat_unit_pce
01022929;Bovins domestiques vivants, d’un poids > 80 kg mais <= 160 kg (à l’excl. des animaux reproducteurs de race pure et des animaux destinés à la boucherie);intrastat_unit_pce
01022941;Bovins domestiques d’un poids > 160 kg mais <= 300 kg, destinés à la boucherie;intrastat_unit_pce
01022949;Bovins domestiques vivants, d’un poids > 160 kg mais <= 300 kg (à l’excl. des animaux reproducteurs de race pure et des animaux destinés à la boucherie);intrastat_unit_pce
01022951;Génisses [bovins femelles qui n’ont jamais vêlé] d’un poids > 300 kg, destinées à la boucherie;intrastat_unit_pce
01022959;Génisses [bovins femelles qui n’ont jamais vêlé] vivantes, d’un poids > 300 kg (à l’excl. des animaux reproducteurs de race pure et des animaux destinés à la boucherie);intrastat_unit_pce
01022961;Vaches d’un poids > 300 kg, destinées à la boucherie (à l’excl. des génisses);intrastat_unit_pce
01022969;Vaches vivantes, d’un poids > 300 kg (à l’excl. des animaux reproducteurs de race pure, des génisses et des animaux destinés à la boucherie);intrastat_unit_pce
01022991;Bovins domestiques d’un poids > 300 kg, destinés à la boucherie (à l’excl. des génisses et des vaches);intrastat_unit_pce
01022999;Bovins domestiques vivants, d’un poids > 300 kg (à l’excl. des vaches, des génisses, des animaux reproducteurs de race pure et des animaux destinés à la boucherie);intrastat_unit_pce
01023100;Buffles reproducteurs de race pure;intrastat_unit_pce
01023910;Buffles domestiques, vivants (à l'excl. des animaux reproducteurs de race pure);intrastat_unit_pce
01023990;Buffles vivants (à l'excl. des espèces domestiques et des animaux reproducteurs de race pure);intrastat_unit_pce
01029020;Animaux reproducteurs de race pure de l'espèce bovine (à l'excl. des bovins domestiques et des buffles);intrastat_unit_pce
01029091;Animaux domestiques vivants de l'espèce bovine (à l'excl. des bovins domestiques, des buffles et des animaux reproducteurs de race pure);intrastat_unit_pce
01029099;Animaux vivants de l'espèce bovine (à l'excl. des bovins domestiques, des buffles, des animaux reproducteurs de race pure et des espèces domestiques);intrastat_unit_pce
01031000;Porcins reproducteurs de race pure;intrastat_unit_pce
01039110;Porcins [des espèces domestiques], vivants, d'un poids < 50 kg (à l'excl. des animaux reproducteurs de race pure);intrastat_unit_pce
01039190;Porcins des espèces non domestiques, vivants, d'un poids < 50 kg;intrastat_unit_pce
01039211;Truies, [des espèces domestiques], vivantes, d'un poids >= 160 kg, ayant mis bas au moins une fois (à l'excl. des animaux reproducteurs de race pure);intrastat_unit_pce
01039219;Porcins [des espèces domestiques], vivants, d'un poids >= 50 kg (à l'excl. des animaux reproducteurs de race pure et des truies d'un poids >= 160 kg ayant mis bas au moins une fois);intrastat_unit_pce
01039290;Porcins, des espèces non domestiques, vivants, d'un poids >= 50 kg;intrastat_unit_pce
01041010;Ovins reproducteurs de race pure;intrastat_unit_pce
01041030;Agneaux jusqu'à l'âge d'un an, vivants (à l'excl. des animaux reproducteurs de race pure);intrastat_unit_pce
01041080;Ovins, vivants (à l'excl. des agneaux et des animaux reproducteurs de race pure);intrastat_unit_pce
01042010;Caprins reproducteurs de race pure;intrastat_unit_pce
01042090;Caprins, vivants (à l'excl. des animaux reproducteurs de race pure);intrastat_unit_pce
01051111;Poussins femelles de sélection et de multiplication, de race de ponte [des espèces domestiques], d'un poids <= 185 g;intrastat_unit_pce
01051119;Poussins femelles de sélection et de multiplication [des espèces domestiques], d'un poids <= 185 g (à l'excl. des animaux de race de ponte);intrastat_unit_pce
01051191;Coqs et poules de race de ponte [des espèces domestiques], d'un poids <= 185 g (à l'excl. des poussins femelles de sélection et de multiplication);intrastat_unit_pce
01051199;Coqs et poules [des espèces domestiques], vivants, d'un poids <= 185 g (à l'excl. des animaux de race de ponte ainsi que des poussins femelles de sélection et de multiplication);intrastat_unit_pce
01051200;Dindes et dindons [des espèces domestiques], vivants, d'un poids <= 185 g;intrastat_unit_pce
01051300;Canards domestiques, vivants, d’un poids <= 185 g;intrastat_unit_pce
01051400;Oies domestiques, vivantes, d’un poids <= 185 g;intrastat_unit_pce
01051500;Pintades domestiques, vivantes, d’un poids <= 185 g;intrastat_unit_pce
01059400;Coqs et poules [des espèces domestiques], vivants, d'un poids > 185 g;intrastat_unit_pce
01059910;Canards [des espèces domestiques], vivants, d'un poids > 185 g;intrastat_unit_pce
01059920;Oies [des espèces domestiques], vivantes, d'un poids > 185 g;intrastat_unit_pce
01059930;Dindons et dindes [des espèces domestiques], vivants, d'un poids > 185 g;intrastat_unit_pce
01059950;Pintades [des espèces domestiques], vivantes, d'un poids > 185 g;intrastat_unit_pce
01061100;Primates, vivants;intrastat_unit_pce
01061200;"Baleines, dauphins et marsouins (mammifères de l'ordre des cétacés); lamantins et dugongs (mammifères de l'ordre des siréniens); otaries et phoques, lions de mer et morses (mammifères du sous-ordre des pinnipèdes), vivants";intrastat_unit_pce
01061300;Chameaux et autres camélidés (Camélidés), vivants;intrastat_unit_pce
01061410;Lapins domestiques, vivants;intrastat_unit_pce
01061490;Lapins et lièvres, vivants (à l'excl. des lapins domestiques);
01061900;Mammifères vivants (à l’excl. des primates, des baleines, dauphins et marsouins, des lamantins et dugongs, des otaries et phoques, lions de mer et morses, des chameaux et autres camélidés, des lapins et lièvres et des animaux des espèces chevaline, asine, mulassière, bovine, porcine, ovine ou caprine);
01062000;Reptiles [p.ex. serpents, tortues, alligators, caïmans, iguanes, gavials et lézards], vivants;intrastat_unit_pce
01063100;Oiseaux de proie, vivants;intrastat_unit_pce
01063200;Psittaciformes [y.c. les perroquets, perruches, aras et cacatoès], vivants;intrastat_unit_pce
01063300;Autruches, émeus (Dromaius novaehollandiae), vivants;intrastat_unit_pce
01063910;Pigeons, vivants;intrastat_unit_pce
01063980;Oiseaux, vivants (à l’excl. des oiseaux de proie, psittaciformes, perroquets, perruches, aras, cacatoès, autruches, émeus et pigeons);
01064100;Abeilles, vivantes;
01064900;Insectes, vivants (à l'excl. des abeilles);
01069000;Animaux, vivants (à l’excl. des mammifères, reptiles, oiseaux, insectes, poissons, crustacés, mollusques et autres invertébrés aquatiques ainsi que des cultures de micro-organismes et des produits simil.);
02011000;Carcasses ou demi-carcasses, de bovins, fraîches ou réfrigérées;
02012020;"Quartiers dits ""compensés"", de bovins, non désossés, frais ou réfrigérés";
02012030;Quartiers avant de bovins, attenants ou séparés, non désossés, frais ou réfrigérés;
02012050;Quartiers arrière de bovins, attenants ou séparés, non désossés, frais ou réfrigérés;
02012090;Viandes de bovins, non désossées, fraîches ou réfrigérées (à l'excl. des carcasses et demi-carcasses, des quartiers compensés et des quartiers avant et arrière);
02013000;Viandes désossées de bovins, fraîches ou réfrigérées;
02021000;Carcasses ou demi-carcasses, de bovins, congelées;
02022010;Quartiers compensés de bovins, non désossés, congelés;
02022030;Quartiers avant de bovins, attenants ou séparés, non désossés, congelés;
02022050;Quartiers arrière de bovins, attenants ou séparés, non désossés, congelés;
02022090;Viandes de bovins, non désossées, congelées (à l'excl. des carcasses et demi-carcasses, des quartiers compensés et des quartiers avant et arrière);
02023010;Quartiers avant de bovins, désossés, congelés, entiers ou découpés en cinq morceaux au maximum, chaque quartier avant étant présenté en un seul bloc de congélation, ou quartiers compensés présentés en deux blocs de congélation contenant, l'un, le quartier avant entier ou découpé en cinq morceaux au maximum et, l'autre, le quartier arrière, à l'excl. du filet, en un seul morceau;
02023050;Découpes de quartiers avant et de poitrines australiennes de bovins, désossées, congelées;
