id,name
p_iva2_bc,account_tax_template_p_iva2_bc
p_iva7-5_bc,account_tax_template_p_iva7-5_bc
p_iva2_sc,account_tax_template_p_iva2_sc
p_iva7-5_sc,account_tax_template_p_iva7-5_sc
p_iva2_ic_bc,account_tax_template_p_iva2_ic_bc
p_iva2_ic_sc,account_tax_template_p_iva2_ic_sc
p_iva7-5_ic_bc,account_tax_template_p_iva7-5_ic_bc
p_iva7-5_ic_sc,account_tax_template_p_iva7-5_ic_sc
p_iva2_nd,account_tax_template_p_iva2_nd
p_iva5_nd,account_tax_template_p_iva5_nd
p_iva7-5_nd,account_tax_template_p_iva7-5_nd
p_iva2_ibc,account_tax_template_p_iva2_ibc
p_iva7-5_ibc,account_tax_template_p_iva7-5_ibc
s_iva2b,account_tax_template_s_iva2b
s_iva2s,account_tax_template_s_iva2s
s_iva7-5b,account_tax_template_s_iva7-5b
s_iva7-5s,account_tax_template_s_iva7-5s
s_req026,account_tax_template_s_req026
s_req1,account_tax_template_s_req1
p_req026,account_tax_template_p_req026
p_req1,account_tax_template_p_req1
p_iva0_isc,account_tax_template_p_iva0_isc
p_iva2_isc,account_tax_template_p_iva2_isc
p_iva5_isc,account_tax_template_p_iva5_isc
p_iva7-5_isc,account_tax_template_p_iva7-5_isc
p_iva0_s_bc,account_tax_template_p_iva0_s_bc
p_iva0_s_sc,account_tax_template_p_iva0_s_sc
p_iva12_agr,account_tax_template_p_iva12_agr
