id,name
p_iva0_isc,account_tax_template_p_iva0_isc
p_iva10_bc,account_tax_template_p_iva10_bc
p_iva10_bi,account_tax_template_p_iva10_bi
p_iva10_isp,account_tax_template_p_iva10_isp
p_iva10_isp_bi,account_tax_template_p_iva10_isp_bi
p_iva10_sc,account_tax_template_p_iva10_sc
p_iva10_sp_ex,account_tax_template_p_iva10_sp_ex
p_iva12_agr,account_tax_template_p_iva12_agr
p_iva21_bc,account_tax_template_p_iva21_bc
p_iva21_bi,account_tax_template_p_iva21_bi
p_iva21_isp,account_tax_template_p_iva21_isp
p_iva21_isp_bi,account_tax_template_p_iva21_isp_bi
p_iva21_sc,account_tax_template_p_iva21_sc
p_iva0_s_bc,account_tax_template_p_iva0_s_bc
p_iva0_s_sc,account_tax_template_p_iva0_s_sc
p_iva21_sp_ex,account_tax_template_p_iva21_sp_ex
p_iva4_bc,account_tax_template_p_iva4_bc
p_iva4_bi,account_tax_template_p_iva4_bi
p_iva4_isp,account_tax_template_p_iva4_isp
p_iva4_isp_bi,account_tax_template_p_iva4_isp_bi
p_iva4_sc,account_tax_template_p_iva4_sc
p_iva4_sp_ex,account_tax_template_p_iva4_sp_ex
p_iva5_isc,account_tax_template_p_iva5_isc
p_iva5_bc,account_tax_template_p_iva5_bc
p_iva5_sc,account_tax_template_p_iva5_sc
p_iva5_nd,account_tax_template_p_iva5_nd
p_req0,account_tax_template_p_req0
p_req014,account_tax_template_p_req014
p_req05,account_tax_template_p_req05
p_req52,account_tax_template_p_req52
p_req062,account_tax_template_p_req062
p_iva0_nd,account_tax_template_p_iva0_nd
p_iva0_bc,account_tax_template_p_iva0_bc
p_iva0_ns,account_tax_template_p_iva0_ns
p_iva0_ns_b,account_tax_template_p_iva0_ns_b
p_iva105_gan,account_tax_template_p_iva105_gan
p_iva10_nd,account_tax_template_p_iva10_nd
p_iva4_nd,account_tax_template_p_iva4_nd
s_iva0,account_tax_template_s_iva0
s_iva0_art22,account_tax_template_s_iva0_art22
s_iva0_art23,account_tax_template_s_iva0_art23
s_iva0_e,account_tax_template_s_iva0_e
s_iva0_ic,account_tax_template_s_iva0_ic
s_iva0_nsd,account_tax_template_s_iva0_nsd
s_iva0_isp,account_tax_template_s_iva0_isp
s_iva0_ns,account_tax_template_s_iva0_ns
s_iva10b,account_tax_template_s_iva10b
s_iva10s,account_tax_template_s_iva10s
s_iva21b,account_tax_template_s_iva21b
s_iva21isp,account_tax_template_s_iva21isp
s_iva21s,account_tax_template_s_iva21s
s_iva4b,account_tax_template_s_iva4b
s_iva4s,account_tax_template_s_iva4s
s_iva_ns,account_tax_template_s_iva_ns
s_iva_ns_b,account_tax_template_s_iva_ns_b
s_req0,account_tax_template_s_req0
s_req014,account_tax_template_s_req014
s_req05,account_tax_template_s_req05
s_req52,account_tax_template_s_req52
p_iva7-5_bc,account_tax_template_p_iva7-5_bc
p_iva7-5_sc,account_tax_template_p_iva7-5_sc
p_iva7-5_nd,account_tax_template_p_iva7-5_nd
p_iva2_bc,account_tax_template_p_iva2_bc
p_iva2_sc,account_tax_template_p_iva2_sc
p_iva2_nd,account_tax_template_p_iva2_nd
p_req026,account_tax_template_p_req026
p_req1,account_tax_template_p_req1
s_iva2s,account_tax_template_s_iva2s
s_iva2b,account_tax_template_s_iva2b
s_iva7-5s,account_tax_template_s_iva7-5s
s_iva7-5b,account_tax_template_s_iva7-5b
s_req026,account_tax_template_s_req026
s_req1,account_tax_template_s_req1
igic_sop_0,account_tax_template_igic_sop_0
igic_sop_3,account_tax_template_igic_sop_3
igic_sop_7,account_tax_template_igic_sop_7
igic_sop_9_5,account_tax_template_igic_sop_9_5
igic_sop_15,account_tax_template_igic_sop_15
igic_sop_20,account_tax_template_igic_sop_20
igic_sop_0_inv,account_tax_template_igic_sop_0_inv
igic_sop_3_inv,account_tax_template_igic_sop_3_inv
igic_sop_7_inv,account_tax_template_igic_sop_7_inv
igic_sop_9_5_inv,account_tax_template_igic_sop_9_5_inv
igic_sop_15_inv,account_tax_template_igic_sop_15_inv
igic_sop_20_inv,account_tax_template_igic_sop_20_inv
igic_sop_i_0,account_tax_template_igic_sop_i_0
igic_sop_i_3,account_tax_template_igic_sop_i_3
igic_sop_i_7,account_tax_template_igic_sop_i_7
igic_sop_i_9_5,account_tax_template_igic_sop_i_9_5
igic_sop_i_15,account_tax_template_igic_sop_i_15
igic_sop_i_20,account_tax_template_igic_sop_i_20
igic_sop_i_0_inv,account_tax_template_igic_sop_i_0_inv
igic_sop_i_3_inv,account_tax_template_igic_sop_i_3_inv
igic_sop_i_7_inv,account_tax_template_igic_sop_i_7_inv
igic_sop_i_9_5_inv,account_tax_template_igic_sop_i_9_5_inv
igic_sop_i_15_inv,account_tax_template_igic_sop_i_15_inv
igic_sop_i_20_inv,account_tax_template_igic_sop_i_20_inv
igic_ISP0,account_tax_template_igic_ISP0
igic_ISP3,account_tax_template_igic_ISP3
igic_ISP7,account_tax_template_igic_ISP7
igic_ISP95,account_tax_template_igic_ISP95
igic_ISP15,account_tax_template_igic_ISP15
igic_ISP20,account_tax_template_igic_ISP20
igic_p_ex,account_tax_template_igic_p_ex
igic_p_re0,account_tax_template_igic_p_re0
igic_p_re03,account_tax_template_igic_p_re03
igic_p_re07,account_tax_template_igic_p_re07
igic_p_re095,account_tax_template_igic_p_re095
igic_p_re15,account_tax_template_igic_p_re15
igic_p_re20,account_tax_template_igic_p_re20
igic_r_0,account_tax_template_igic_r_0
igic_r_3,account_tax_template_igic_r_3
igic_r_7,account_tax_template_igic_r_7
igic_r_9_5,account_tax_template_igic_r_9_5
igic_r_15,account_tax_template_igic_r_15
igic_r_20,account_tax_template_igic_r_20
igic_s_ISP0,account_tax_template_igic_s_ISP0
igic_ex_0,account_tax_template_igic_ex_0
igic_re_ex,account_tax_template_igic_re_ex
igic_cmino,account_tax_template_igic_cmino
