id,name
p_irpf1,account_tax_template_p_irpf1
p_irpf2,account_tax_template_p_irpf2
p_irpf7,account_tax_template_p_irpf7
p_irpf7e,account_tax_template_p_irpf7e
p_irpf9,account_tax_template_p_irpf9
p_irpf15,account_tax_template_p_irpf15
p_irpf15e,account_tax_template_p_irpf15e
p_irpf18,account_tax_template_p_irpf18
p_irpf19,account_tax_template_p_irpf19
p_irpf19ca,account_tax_template_p_irpf19ca
p_irpf20,account_tax_template_p_irpf20
p_irpf21p,account_tax_template_p_irpf21p
p_irpf21t,account_tax_template_p_irpf21t
p_irpf21td,account_tax_template_p_irpf21td
p_irpf21te,account_tax_template_p_irpf21te
p_irpf35cya,account_tax_template_p_irpf35cya
s_gd0,account_tax_template_s_gd0
